domain_length,number_of_dots_in_domain,number_of_hyphens_in_domain,number_of_special_characters_in_domain,number_of_digits_in_domain,number_of_subdomains,average_subdomain_length,number_of_digits_in_subdomain,entropy_of_domain
26,4,0,0,2,3,3,0,3.921029622
24,1,2,0,0,1,6,0,3.65726823
29,1,0,0,23,1,25,0,3.40915298
23,2,0,0,2,1,20,2,3.882045108
31,3,3,0,0,2,5.333333333,0,3.179372117
9,3,0,4,12,1,5,0,2.947702779
18,2,1,0,1,2,4.5,0,3.503258335
16,8,1,1,2,3,3,0,3.030639062
11,5,1,1,2,1,7,0,3.095795255
27,2,0,0,0,1,23,0,3.884155095
16,2,0,0,5,2,7,2,3.452819531
13,2,0,0,3,1,9,0,3.39274741
21,2,0,1,16,1,17,0,3.844232899
13,2,0,1,1,1,9,0,3.39274741
10,1,1,0,3,1,12,0,3.182005815
29,2,2,0,1,2,4.666666667,1,4.116264616
29,2,1,0,15,2,19,0,3.538509874
19,1,1,0,0,1,7.5,0,3.93213804
22,4,3,2,0,4,3,0,3.390805482
15,2,3,0,4,2,3,0,3.323231429
10,4,0,0,0,2,3,0,2.721928095
34,2,0,0,1,2,21,1,3.935661092
15,7,1,1,2,2,3,0,3.189898095
21,2,2,0,0,1,8.5,0,3.748994804
20,1,0,0,0,1,16,0,3.58418372
14,3,0,0,0,2,3,0,3.039148672
19,3,1,0,0,2,3,0,3.260828171
28,3,2,3,27,2,3,0,4.039148672
17,7,1,7,8,2,3,0,2.910992253
14,3,0,0,11,3,3,3,2.645593314
7,2,0,0,5,1,4,4,2.521640636
18,4,2,4,40,1,14,0,3.377443751
18,4,1,1,9,1,14,0,3.572431251
29,6,1,0,0,5,3,0,3.879893824
27,9,1,0,41,2,3,0,3.602316559
26,3,1,0,0,2,4,0,4.238901257
23,5,0,1,1,2,3,0,3.46857663
11,4,1,6,15,1,7,0,3.095795255
19,3,1,0,0,2,3,0,3.326360408
23,4,0,0,0,2,3,0,3.447262499
21,5,1,0,0,1,8,0,3.308751351
27,8,0,3,1,5,2,0,3.380094336
13,2,0,0,3,1,9,0,3.39274741
28,7,1,3,1,5,2,0,3.767375798
31,5,1,0,0,2,3,0,3.708093392
11,2,0,0,0,1,7,0,2.732158891
30,8,1,3,1,5,2,0,3.869576746
19,3,1,0,21,3,3,0,3.391892645
14,3,0,0,0,2,7,0,3.093069208
13,2,2,0,19,2,3,0,2.87314068
24,3,0,1,0,1,20,0,3.803508855
18,3,0,2,9,2,3,0,3.46132014
27,7,1,2,36,3,3,0,3.828237502
15,2,0,0,17,1,11,0,3.323231429
16,4,0,0,0,3,3,0,3.030639062
16,4,0,1,0,1,12,0,2.852217001
11,5,1,1,2,1,7,0,3.095795255
18,2,2,0,0,2,3,0,3.308270835
9,1,1,0,4,1,6,4,3.169925001
6,3,0,0,0,2,11,0,3.085055103
14,2,0,0,0,2,3,0,3.324862958
21,2,0,0,14,2,11,0,3.499227542
19,1,1,0,22,1,7.5,0,3.115834092
12,2,1,0,0,1,9,0,3.084962501
40,3,0,0,0,3,3,0,4.068453958
14,3,0,4,0,2,3,0,3.039148672
15,6,0,0,3,2,3,0,3.056564762
16,2,0,0,0,1,12,0,3.452819531
14,2,0,0,22,1,10,2,3.664497779
17,2,2,0,0,1,6,0,3.499227547
18,2,0,0,0,1,14,0,3.503258335
17,3,0,0,3,2,7,2,3.616874606
22,2,0,0,0,1,18,0,3.658993415
19,3,0,1,0,1,15,0,3.326360408
13,2,1,2,62,1,10,0,2.87314068
12,2,1,1,4,1,8,0,3.188721876
17,3,0,1,0,2,3,0,3.572469459
14,3,0,0,0,2,7,0,3.235926351
14,5,1,0,1,1,4.5,0,3.521640636
15,3,0,0,1,1,11,1,3.189898095
14,5,0,6,7,2,3,0,2.896291529
35,7,1,0,0,6,2,0,3.799873731
29,7,0,0,8,6,2,2,3.771437029
10,7,1,0,0,3,19.5,0,3.741962789
13,4,0,0,28,3,3,3,2.87314068
18,2,0,0,3,1,14,3,3.530493057
15,3,0,0,0,2,3,0,3.189898095
13,9,0,0,2,3,32,0,3.280639062
27,6,0,0,0,5,2,0,3.472324892
21,2,0,0,0,2,14,0,3.344698375
20,2,0,0,0,1,16,0,3.270950594
13,2,0,0,0,1,9,0,3.334679141
11,1,0,0,0,1,7,0,3.277613437
19,3,0,1,9,2,12,7,3.471354487
11,2,1,0,0,1,7,0,3.095795255
17,3,0,0,0,2,3,0,3.337175341
21,5,0,0,0,2,3,0,3.689703732
13,3,0,0,10,3,2,2,2.661226256
14,5,2,2,1,2,5,0,3.521640636
16,5,3,0,0,2,3,0,3.452819531
19,2,3,0,14,2,7,0,3.576617645
8,1,2,0,20,1,2,0,3
11,1,0,0,20,1,7,0,3.095795255
27,8,0,0,0,2,3,0,3.541743521
17,3,2,0,14,3,3,0,3.410417253
17,8,1,0,0,2,10,0,3.499227547
18,2,0,0,1,2,3,0,3.308270835
39,3,0,1,1,2,28,0,2.707908633
17,5,2,0,0,2,3,0,3.219528282
22,3,0,0,2,2,3,0,3.879664005
15,4,0,0,1,3,4,1,3.006238929
22,3,0,0,94,2,14,0,3.788754914
38,3,3,0,0,3,3,0,3.990705474
23,5,0,1,0,3,3,0,3.522711956
35,4,0,0,28,3,13,13,3.070487119
27,2,0,0,1,2,18,0,3.661932872
18,2,0,0,0,1,14,0,3.281036113
11,2,0,0,0,1,8,0,3.095795255
27,1,1,0,24,1,23,0,3.884155095
18,3,0,0,10,2,11,0,3.725480557
16,2,1,0,5,1,6,0,3.75
16,3,0,0,1,2,7,0,3.625
7,1,0,0,0,1,4,0,2.807354922
9,3,0,4,12,1,5,0,2.947702779
15,7,0,0,1,2,8,0,3.506890596
16,2,0,0,3,2,4,0,3.25
35,4,1,0,0,4,8,0,3.693149802
13,1,1,0,25,1,9,0,3.39274741
13,5,0,2,1,2,3,0,3.180832987
14,6,1,1,2,2,3,0,3.039148672
6,1,0,0,1,1,3,0,2.584962501
15,5,0,0,0,2,3,0,3.106890596
21,4,0,0,20,3,5,0,3.880179923
12,3,0,0,0,2,2,0,3.084962501
13,2,0,0,1,1,9,0,3.39274741
15,2,0,0,17,1,11,0,3.323231429
22,4,0,0,0,3,3,0,3.447401505
26,5,0,0,32,4,3,0,3.700439718
18,4,0,1,0,1,14,0,3.947702779
21,3,1,0,0,2,3,0,3.784941827
24,2,1,0,0,2,8,0,3.772055209
15,2,1,0,0,1,12,0,3.323231429
16,3,0,0,34,2,6,0,3.625
21,2,1,0,0,1,18,0,3.558518613
24,3,0,0,2,3,3,0,3.772055209
18,6,1,1,0,2,3,0,3.683542362
29,2,0,0,0,2,7,0,3.810928306
14,7,1,0,2,2,4,0,3.039148672
13,2,0,0,1,1,9,0,3.39274741
21,3,0,0,0,2,3,0,3.368042423
21,3,0,0,0,2,3,0,3.236857303
15,2,0,0,4,2,4,0,2.973557262
17,2,0,0,1,2,10,1,3.499227547
39,4,0,0,2,4,3,0,3.823362475
13,7,1,1,2,2,3,0,2.87314068
27,4,0,3,23,3,3,0,4.180451391
24,3,0,0,5,3,6,3,3.970175521
26,2,0,0,0,1,22,0,3.536414237
34,3,0,0,7,3,14,4,3.892486651
22,4,1,0,0,2,10,0,3.572623664
11,1,1,2,2,1,7,0,3.277613437
23,3,0,0,0,3,3,0,3.762267391
28,6,0,0,0,5,5,0,3.651478923
15,3,0,0,2,2,4,0,3.373557262
25,4,3,2,34,3,3,0,3.67326969
23,2,1,0,19,2,3,0,3.675310869
6,1,0,0,6,1,3,0,2.584962501
18,3,1,1,0,2,3,0,3.086048612
16,1,1,0,0,1,13,0,3.452819531
14,2,1,1,0,1,4.5,0,3.378783493
21,4,0,0,0,1,17,0,3.499227542
24,2,0,0,1,2,15,0,3.740601563
31,7,1,14,5,6,6,0,3.808719697
18,4,0,0,1,3,3,0,3.086048612
15,4,0,2,41,1,11,0,3.506890596
15,2,4,0,1,2,4,0,2.973557262
37,4,0,0,0,4,3,0,3.481989934
27,3,1,0,2,3,3,0,3.884155095
13,1,0,0,10,1,9,0,3.026986833
24,2,1,0,0,2,4.5,0,4.084962501
13,2,0,0,2,1,9,0,3.39274741
10,7,1,0,9,1,6,0,2.921928095
25,2,0,0,4,2,12,4,3.94346519
12,6,1,1,3,2,3,0,3.251629167
22,4,0,0,36,3,5,0,3.788754914
25,3,1,0,0,3,5.5,0,3.78346519
33,5,1,0,1,5,8,0,3.942438726
26,3,1,0,1,2,10,1,4.315824334
24,3,0,6,2,2,3,0,3.688721876
13,3,4,2,3,3,3,0,2.968918564
17,1,0,0,0,1,13,0,3.175123135
20,1,0,0,0,1,17,0,3.48418372
10,3,0,0,0,1,7,0,2.921928095
12,7,2,7,8,2,3,0,3.022055209
18,3,2,0,23,3,3,0,3.350209029
17,6,0,0,0,3,2,0,3.337175341
9,6,1,1,2,1,5,0,2.641604168
37,4,1,0,8,3,6.5,0,3.897849987
19,2,1,0,18,2,4,1,3.391892645
14,1,1,0,17,1,10,0,2.985228136
11,9,7,2,20,1,7,0,3.095795255
18,2,0,0,0,2,12,0,3.572431251
39,7,1,3,11,5,6,3,4.314266245
13,2,0,0,3,1,9,0,3.39274741
20,2,0,0,0,1,16,0,3.646439345
10,2,0,0,0,1,6,0,3.121928095
18,3,1,0,0,2,11,0,3.503258335
27,2,0,0,21,2,3,0,3.782122224
26,3,0,0,0,3,6,0,3.844106545
16,2,3,1,2,1,12,0,3.625
25,3,0,0,0,3,8,0,3.62346519
29,1,0,1,0,1,25,0,3.702471512
12,1,0,0,0,1,8,0,3.084962501
20,4,0,0,0,3,5,0,3.48418372
16,1,0,2,5,1,12,0,3.202819531
15,4,0,0,0,2,3,0,3.323231429
11,1,0,0,29,1,7,0,2.845350937
26,2,1,1,3,1,22,0,3.547587085
19,3,1,0,6,1,6.5,5,3.93213804
20,3,0,0,1,2,11,0,3.621928095
15,2,0,0,0,2,10,0,3.640223929
9,2,0,0,0,1,5,0,2.947702779
17,7,1,1,1,2,3,0,3.572469459
16,1,0,0,0,1,12,0,3.030639062
20,2,0,0,0,1,16,0,3.68418372
18,2,0,0,20,1,15,0,3.572431251
18,3,0,0,1,2,3,0,3.197159723
27,8,0,3,1,5,2,0,3.472324892
14,8,7,0,32,1,11,0,3.378783493
13,3,1,5,13,2,4,0,3.546593564
18,1,0,1,18,1,14,0,3.572431251
18,1,1,0,0,1,14,0,3.725480557
11,1,0,0,5,1,7,5,3.277613437
36,4,0,4,0,3,3,0,4.027719016
9,6,1,1,2,1,5,0,2.641604168
20,2,0,0,0,2,8,0,3.68418372
33,5,2,0,1,5,8,0,3.942438726
33,3,2,0,1,2,3,0,4.043801695
20,2,1,0,0,1,16,0,3.58418372
20,2,1,0,0,1,16,0,4.021928095
14,1,0,0,0,1,10,0,3.235926351
34,2,0,0,0,2,21,0,3.995715327
22,2,0,0,0,2,3,0,3.42511855
25,2,0,1,1,2,4,0,3.97366069
19,3,1,0,6,2,13,0,3.93213804
25,2,0,0,0,1,21,0,3.60385619
37,5,1,0,13,4,7,7,4.087567555
23,5,0,0,21,2,3,0,3.638147696
12,1,1,0,18,1,4,1,3.251629167
12,1,0,0,8,1,8,7,3.584962501
21,3,0,0,2,2,8,0,3.784941827
22,2,0,0,0,2,3,0,3.879664005
14,2,0,0,7,1,10,0,3.378783493
16,3,0,1,29,2,7,0,3.5
15,7,1,1,2,2,3,0,3.189898095
17,3,0,0,0,2,3,0,3.219528282
14,2,3,0,2,1,10,0,3.235926351
14,6,1,1,2,2,3,0,3.039148672
14,3,0,0,0,2,3,0,3.182005815
23,2,0,0,2,2,6,2,3.96900163
23,3,1,0,5,2,3,0,3.534219021
21,3,1,0,0,2,3,0,3.653756708
27,1,1,0,23,1,23,0,3.884155095
15,2,0,0,0,1,11,0,3.506890596
32,1,3,0,0,1,6,0,3.655639062
27,6,0,0,3,1,23,0,3.661932872
30,5,0,2,1,4,6,0,3.406238929
12,2,0,0,0,1,9,0,3.251629167
14,3,0,0,0,1,10,0,3.378783493
31,3,0,0,0,2,3,0,3.744203568
26,4,4,0,7,1,6.666666667,7,3.854285872
10,1,0,0,0,1,7,0,2.921928095
12,12,0,3,41,2,3,0,2.855388542
11,3,0,0,0,2,5,0,3.095795255
18,2,0,1,0,2,3,0,3.46132014
19,3,1,1,0,2,12,0,3.40582225
15,4,0,0,0,2,3,0,3.189898095
17,2,0,0,1,1,13,1,3.852168724
20,1,0,0,9,1,16,0,3.821928095
18,1,1,0,0,1,6.5,0,3.503258335
18,2,0,2,0,2,3,0,2.725480557
17,6,1,1,0,2,3,0,3.4548224
20,6,0,1,0,2,5,0,3.346439345
19,2,0,0,0,1,14,0,3.826874882
31,6,2,1,19,5,5,2,3.769388054
35,2,3,10,49,2,10,3,4.286146588
24,3,1,0,1,2,3,0,3.688721876
13,2,0,0,0,1,9,0,3.39274741
29,5,0,0,30,4,3,0,3.771437029
19,3,0,0,1,2,8,0,3.300559092
15,1,0,0,21,1,11,0,3.506890596
10,2,2,0,8,1,6,0,3.121928095
13,2,0,0,3,1,9,0,3.39274741
22,12,2,0,16,2,5,0,3.788754914
21,2,1,0,21,1,8,0,3.594465637
16,7,1,0,2,3,3,0,3.280639062
18,2,3,0,0,2,3,0,3.308270835
10,1,0,0,0,1,6,0,3.321928095
27,2,0,0,0,2,6,0,3.676390633
14,1,0,0,40,1,11,0,3.182005815
17,2,2,1,9,2,10,4,3.616874606
16,3,0,0,0,2,4,0,3.25
18,2,1,0,5,1,7,0,3.572431251
14,5,0,2,41,2,3,0,3.182005815
14,5,2,2,60,1,10,0,3.378783493
19,2,2,0,8,2,3,0,3.681880803
33,5,0,0,0,5,2,0,3.919563347
21,2,0,0,0,2,3,0,3.558518613
25,2,1,0,0,2,6,0,3.89366069
21,6,0,0,0,3,3,0,3.39138647
11,2,1,0,0,2,12,0,3.764735179
21,2,0,0,0,1,17,0,3.653756708
16,6,0,0,1,3,3,0,3.030639062
33,8,1,2,8,2,15,5,3.13041656
17,1,0,0,8,1,13,0,3.337175341
14,7,1,0,2,2,3,0,2.896291529
26,3,3,0,0,2,4.666666667,0,3.950063756
27,2,0,0,4,2,15,4,4.236368984
11,3,0,0,0,2,3,0,2.845350937
23,3,0,0,2,2,3,0,3.621175543
16,6,1,1,2,2,3,0,3.577819531
17,3,0,0,4,2,3,0,3.337175341
22,2,0,0,0,2,3,0,3.663532755
15,3,0,11,18,2,3,0,3.189898095
26,3,0,0,4,2,11,1,4.132944045
18,2,0,1,6,2,3,0,3.46132014
13,2,0,1,1,2,3,0,2.87314068
14,2,0,0,0,1,10,0,3.093069208
10,5,0,0,2,1,6,1,3.121928095
25,3,0,0,21,2,3,0,3.78346519
10,3,0,4,10,1,6,0,2.921928095
13,2,1,2,59,1,10,0,2.87314068
26,1,0,0,0,1,22,0,3.74832866
16,3,3,0,31,2,8,7,3.75
22,2,4,0,1,2,6,0,3.845350937
21,6,0,2,41,3,3,0,3.010434089
16,2,1,0,2,2,3,0,3.452819531
15,2,0,0,0,1,12,0,2.840223929
33,5,1,0,1,5,8,0,3.942438726
24,4,1,0,0,3,3,0,3.65726823
15,2,1,4,5,1,12,0,3.189898095
17,6,1,1,2,2,3,0,3.4548224
17,2,0,0,0,2,3,0,3.572469459
39,4,1,1,62,3,11,1,4.006573937
24,4,0,0,2,3,11,2,3.720175521
16,2,0,0,2,2,4,2,3.75
35,4,2,0,0,3,8,0,3.578864088
21,3,0,0,0,2,3,0,3.689703732
15,6,0,0,1,2,3,0,3.323231429
16,3,0,0,0,2,9,0,3.125
15,3,0,0,0,1,11,0,3.240223929
18,4,1,0,3,2,3,0,3.572431251
15,3,0,0,2,2,3,0,3.323231429
26,4,0,0,3,1,22,0,3.700439718
12,2,1,0,3,2,5,0,2.855388542
25,1,2,0,0,1,6.666666667,0,3.81366069
33,9,0,0,1,6,2,0,3.596683892
13,2,0,0,0,1,9,0,3.180832987
23,4,0,0,0,2,3,0,3.642489673
19,5,0,0,0,3,3,0,3.391892645
24,3,0,1,9,2,4,0,3.653107168
25,2,0,0,0,2,3,0,3.75326969
11,2,0,0,5,1,8,0,2.913977073
14,1,0,0,0,1,11,0,3.039148672
15,3,2,0,0,2,3,0,3.456564762
32,5,1,2,1,4,6,0,3.616729297
17,1,1,0,0,1,6.5,0,3.292770194
27,5,1,0,0,1,23,0,3.778423503
22,6,6,0,32,1,18,0,3.481714573
11,3,0,2,0,2,4,0,3.277613437
13,2,0,0,3,1,9,0,3.39274741
30,7,0,2,27,5,3,0,3.869576746
18,3,0,0,24,3,3,0,3.419381946
14,2,0,0,0,2,3,0,3.324862958
21,1,1,1,13,1,17,0,3.784941827
20,2,0,0,0,2,3,0,3.346439345
10,3,0,0,4,1,6,0,3.121928095
28,8,1,3,0,4,2,0,3.383272673
11,3,0,0,0,1,7,0,2.663532755
23,4,0,0,0,3,3,0,3.522711956
13,2,0,0,2,1,9,0,3.39274741
15,7,1,1,2,2,3,0,3.189898095
27,4,1,1,0,3,3,0,3.485825928
11,4,2,4,51,1,7,0,3.277613437
35,7,1,0,0,6,2,0,3.799873731
12,1,0,1,17,1,9,0,3.251629167
13,2,0,0,2,1,9,0,3.39274741
6,1,0,0,2,1,3,0,2.584962501
7,2,0,0,0,1,20,0,3.597558387
19,2,0,2,19,1,15,0,3.511085408
27,1,1,0,26,1,23,0,3.884155095
22,2,1,0,0,1,8.5,0,3.606936732
32,3,0,0,8,2,23,6,4.179229297
39,7,1,3,11,5,6,3,4.211702142
19,2,0,0,0,2,9,0,3.681880803
25,8,0,7,6,4,2,0,3.509275071
20,2,0,0,7,2,12,7,3.621928095
21,2,0,0,3,2,5,3,3.748994804
18,2,0,0,0,2,4,0,3.281036113
23,6,1,1,2,4,2,0,3.174885869
25,4,0,0,30,3,6,0,3.83326969
20,6,0,0,0,2,3,0,3.446439345
25,5,0,0,0,3,3,0,3.59326969
15,1,0,0,0,1,11,0,3.189898095
23,2,0,0,6,2,12,0,3.588354347
19,2,0,0,0,2,12,0,3.681880803
31,2,2,0,0,2,7.666666667,0,3.744203568
33,8,0,2,19,6,3,0,4.066677074
18,9,2,0,5,2,3,0,3.197159723
10,5,1,1,3,1,6,1,3.121928095
19,2,1,0,1,1,15,1,3.681880803
13,2,0,0,4,1,9,0,3.39274741
24,3,0,3,5,2,3,0,3.470175521
14,5,0,0,1,2,3,0,2.896291529
16,2,0,0,0,1,12,0,3.5
9,2,0,0,0,1,5,0,2.947702779
13,5,0,2,1,2,3,0,3.026986833
23,2,1,1,18,2,3,0,3.447262499
25,4,0,1,0,3,11,0,3.78346519
21,2,0,1,23,2,13,0,3.232101805
15,1,0,0,5,1,11,0,3.323231429
20,2,0,0,2,2,6,2,3.721928095
14,1,0,1,0,1,26,0,3.663532755
13,5,1,1,2,1,9,0,3.334679141
23,1,0,0,0,1,19,0,3.670968892
16,3,0,0,1,2,5,0,3.577819531
36,6,1,3,11,6,6,3,4.086048612
13,2,0,0,2,1,9,0,3.39274741
16,2,0,0,0,2,9,0,3.5
14,3,0,0,0,2,3,0,2.842370993
23,3,0,0,0,3,3,0,3.642489673
21,4,0,0,36,3,6,0,3.522571589
12,6,0,0,1,2,3,0,3.022055209
26,2,0,0,1,2,13,1,3.840265565
10,4,1,0,1,1,7,1,3.321928095
29,3,0,0,0,3,6,0,3.620936065
27,3,0,0,24,3,8,7,3.97638565
10,3,0,2,41,1,6,0,3.121928095
18,3,1,0,0,1,14,0,3.392147224
29,5,0,0,38,4,3,0,3.771437029
13,2,0,0,1,1,9,0,3.39274741
28,2,2,0,0,2,6.666666667,0,3.923251797
22,2,0,0,0,2,15,0,3.697845823
15,2,0,0,0,1,11,0,3.323231429
21,3,1,0,0,2,3,0,3.594465637
13,3,4,2,3,3,3,0,2.968918564
18,2,0,1,0,1,14,0,3.614369446
19,2,0,1,18,1,15,0,3.511085408
17,2,0,0,1,2,3,1,3.337175341
20,3,1,0,1,2,3,0,3.546439345
16,3,1,0,0,2,3,0,3.155639062
23,3,0,0,3,3,9,3,3.849223912
15,2,0,0,3,2,3,0,3.456564762
13,1,0,0,0,1,9,0,2.81507241
17,2,0,0,0,2,3,0,3.4548224
6,1,0,0,9,1,3,0,2.584962501
11,2,0,1,0,1,7,0,3.095795255
19,2,0,0,0,1,14,0,3.431623566
39,3,1,0,5,2,29,5,3.945945015
22,2,0,0,0,2,3,0,3.697845823
13,2,0,0,1,1,9,0,3.39274741
24,1,0,0,0,1,20,0,3.855388542
18,3,0,0,1,2,3,0,3.683542362
27,8,0,3,1,5,2,0,3.394552096
33,2,1,0,3,2,7,0,4.020926316
19,2,0,0,0,1,15,0,3.576617645
24,3,0,1,12,2,4,0,3.653107168
23,3,0,1,0,3,9,0,3.534219021
9,2,0,2,2,1,5,0,2.947702779
18,1,0,1,20,1,14,0,3.572431251
25,2,0,0,0,1,21,0,3.73366069
19,2,0,1,20,1,15,0,3.511085408
14,6,1,1,2,2,3,0,2.950212065
26,3,0,0,3,2,11,0,4.315824334
9,5,1,7,8,1,5,0,3.169925001
19,6,1,0,3,2,3,0,3.536886724
30,3,3,0,11,3,2.75,11,3.939572262
13,6,1,1,2,2,3,0,2.81507241
13,1,3,0,0,1,9,0,2.968918564
25,2,0,0,0,2,3,0,3.73366069
17,5,1,1,0,1,6.5,0,3.734521665
24,2,2,0,5,2,6,0,3.803508855
12,2,1,0,5,1,4,0,3.084962501
27,6,0,0,0,5,6,0,3.880456373
24,2,1,0,0,2,6,0,3.772055209
26,7,0,0,0,3,3,0,3.738149333
9,2,4,3,2,1,1.333333333,2,2.947702779
22,3,3,1,3,2,3,0,3.516027641
22,3,1,0,0,3,3,0,3.754441846
23,6,1,7,8,4,2,0,3.08358737
28,6,1,14,5,5,3,0,3.794336066
21,3,0,1,28,2,13,0,3.232101805
12,1,0,0,0,1,8,0,3.418295834
21,1,2,1,22,1,17,0,3.558518613
6,1,0,0,8,1,3,0,2.584962501
16,2,0,5,0,1,12,0,3.202819531
12,2,0,1,10,1,9,0,3.084962501
10,4,1,0,0,2,2,0,3.121928095
37,5,1,3,40,4,5,0,3.686087745
21,3,1,0,19,2,14,0,3.463280518
15,2,1,2,64,1,12,0,3.373557262
14,6,1,1,2,2,3,0,3.093069208
13,1,1,1,17,1,4.5,0,3.700439718
37,7,1,0,4,2,9,0,3.817297284
21,3,2,0,0,2,5,0,3.784941827
9,1,2,0,26,1,5,0,2.725480557
17,5,1,2,1,2,3,0,3.4548224
19,2,2,0,0,1,7.5,0,3.576617645
36,6,0,5,20,5,6,0,4.027719016
29,2,2,0,0,2,7,0,3.840402547
30,2,0,0,0,2,3,0,3.656564762
12,2,0,0,0,1,8,0,3.022055209
16,3,1,0,7,2,3,0,3.327819531
20,2,0,0,1,2,11,0,3.646439345
21,4,0,0,37,3,6,0,3.784941827
15,1,0,0,0,1,11,0,3.506890596
10,3,1,0,3,1,2.5,0,3.121928095
15,6,2,1,0,1,11,0,3.240223929
16,4,0,1,0,2,9,0,3.452819531
36,3,0,0,0,3,15,0,3.808270835
25,3,1,0,2,2,3,0,3.86346519
16,4,1,0,6,2,9,0,3.625
23,1,1,6,10,1,9,0,3.882045108
13,2,0,0,21,2,4,0,3.026986833
16,1,0,0,0,1,12,0,3.125
20,4,0,0,34,3,6,0,3.546439345
18,3,1,1,0,2,3,0,3.086048612
29,4,0,0,2,3,3,0,3.952302978
35,9,1,3,1,6,2,0,3.799873731
39,5,3,0,3,4,8,0,4.201692924
23,3,0,0,0,2,13,0,3.447262499
8,1,0,1,21,1,5,2,3
20,4,0,0,31,3,6,0,3.58418372
24,5,2,0,0,4,3,0,3.720175521
37,3,2,0,4,3,4.666666667,3,4.154870933
18,3,0,1,4,1,14,0,3.392147224
15,4,1,0,0,1,11,0,3.106890596
15,2,0,0,19,1,11,0,3.323231429
17,1,2,1,5,1,13,0,3.616874606
21,4,1,3,10,3,3,0,3.748994804
13,2,0,0,3,1,9,0,3.39274741
25,4,0,0,34,3,6,0,3.83326969
22,6,1,0,3,2,3,0,3.845350937
11,2,0,1,28,1,7,0,3.095795255
22,2,0,0,0,2,14,0,3.447401505
22,4,0,0,0,3,3,0,3.322179346
8,2,0,1,0,1,16,0,3.773557262
14,5,1,0,4,1,10,3,3.235926351
25,5,1,0,0,2,18,0,3.46346519
24,6,1,7,8,4,2,0,3.40726823
14,3,5,0,19,2,3,0,3.039148672
8,3,1,0,0,2,16,0,3.24052826
13,1,0,0,0,1,10,0,3.39274741
24,4,0,0,0,2,8,0,3.653107168
13,1,0,1,19,1,10,0,3.39274741
10,2,2,4,24,1,5,0,2.521928095
23,2,0,0,5,2,8,5,4.142914673
10,3,0,4,12,1,6,0,3.321928095
15,5,0,0,6,2,4,0,2.973557262
23,2,3,0,0,2,3,0,3.555533151
10,5,1,1,2,1,6,0,3.121928095
22,3,0,5,15,2,7,1,3.913977073
33,5,1,0,1,5,8,0,3.942438726
25,2,0,0,0,2,18,0,3.67326969
38,4,1,0,10,4,7,0,3.869913619
18,2,0,2,12,2,3,0,2.947702779
39,7,1,3,29,5,6,3,4.192346053
15,3,0,0,0,3,3,0,2.606238929
21,1,2,1,21,1,17,0,3.558518613
17,3,0,0,17,3,3,0,3.572469459
12,4,0,0,0,1,9,0,3.251629167
35,9,1,3,1,6,2,0,3.650013374
9,1,1,0,0,1,5,0,3.169925001
11,6,0,0,3,1,7,0,2.845350937
28,4,0,0,0,3,13,0,3.770942422
23,7,1,1,0,3,3,0,3.414441304
17,8,1,1,2,3,3,0,3.130717988
23,2,0,0,5,2,12,0,3.588354347
13,7,0,0,1,2,3,0,2.87314068
13,2,0,0,27,1,10,0,2.87314068
25,7,1,1,0,3,3,0,3.78346519
17,2,0,0,0,2,3,0,3.4548224
33,8,0,2,26,6,3,0,4.006071013
16,1,0,0,0,1,12,0,3.625
21,3,1,0,3,2,3,0,3.820888851
33,3,2,0,6,2,8,0,3.797083227
27,4,1,0,0,2,3,0,3.856196298
6,1,0,0,0,1,3,0,2.584962501
29,2,0,0,1,2,5,1,3.78834134
22,2,0,0,1,2,3,0,3.879664005
20,3,0,2,0,3,4,0,3.40869497
15,5,3,1,22,2,3,0,3.006238929
23,2,0,0,3,2,12,0,3.588354347
16,3,1,0,2,2,3,0,3.327819531
14,1,0,0,17,1,10,0,3.378783493
13,4,0,0,0,2,6,0,3.238901257
25,4,0,0,0,2,3,0,3.94346519
21,4,0,1,2,2,3,0,3.594465637
30,4,0,0,20,4,6,0,3.723231429
34,3,1,1,19,1,30,0,3.501693813
10,3,1,0,0,2,3,0,2.646439345
13,6,1,1,2,2,3,0,2.777362795
17,3,2,0,0,2,11,0,3.263933429
13,2,0,0,0,1,9,0,3.026986833
21,2,0,0,0,1,17,0,3.784941827
19,1,0,0,3,1,15,3,3.892407119
18,2,3,3,0,1,6.5,0,3.530493057
8,1,0,0,17,1,5,0,2.75
16,1,0,0,23,1,12,0,3.577819531
13,2,0,1,2,1,9,0,3.39274741
7,1,0,1,21,1,4,2,2.521640636
13,2,0,0,0,2,7,0,3.238901257
28,2,0,0,0,1,24,0,3.682005815
17,4,0,0,0,1,13,0,2.984234165
19,4,0,0,0,3,3,0,3.536886724
41,7,0,0,1,6,3,0,3.734885541
13,1,2,3,41,1,9,0,3.085055103
23,6,1,1,2,4,2,0,3.08358737
3,3,0,0,4,3,4,0,3.572623664
16,3,1,2,0,2,3,0,3.280639062
12,2,0,0,23,1,8,0,3.084962501
16,3,0,0,26,2,8,6,3.452819531
21,2,0,0,1,2,12,0,3.558518613
13,2,0,0,1,1,9,0,3.39274741
14,7,1,1,2,2,3,0,2.896291529
6,1,0,0,2,1,3,0,2.584962501
4,2,3,0,0,2,4,0,3.983006781
27,8,0,3,1,5,2,0,3.472324892
11,1,0,0,66,1,8,0,3.277613437
25,3,0,0,5,3,10,0,3.452878689
